Run,Size,RateLimit,Min,Median,P75,P95,P99,PubRate,PubBW,ConBW
1,16,10,0.17,0.21,0.22,0.23,0.24,10,0.00,0.00
1,16,100,0.13,0.15,0.15,0.16,0.19,100,0.00,0.00
1,16,1000,0.12,0.13,0.18,0.20,0.20,1000,0.01,0.01
1,16,5000,0.12,0.17,0.20,0.24,0.41,4998,0.07,0.07
1,16,10000,0.12,0.19,0.20,0.24,0.26,9993,0.15,0.15
1,16,50000,0.11,0.23,0.29,0.46,0.52,49801,0.75,0.75
1,16,100000,0.12,0.31,0.42,0.89,2.66,99185,1.51,1.51
1,16,250000,0.12,0.55,0.80,31.65,69.69,245240,3.74,3.73
1,16,500000,0.12,0.20,0.22,5.66,32.29,233408,3.56,3.56
2,16,10,0.18,0.22,0.23,0.24,0.25,10,0.00,0.00
2,16,100,0.13,0.14,0.15,0.16,0.17,100,0.00,0.00
2,16,1000,0.11,0.13,0.17,0.19,0.22,1000,0.01,0.01
2,16,5000,0.12,0.17,0.21,0.22,0.25,4998,0.07,0.07
2,16,10000,0.11,0.17,0.19,0.21,0.23,9993,0.15,0.15
2,16,50000,0.11,0.24,0.28,0.45,0.60,49811,0.76,0.75
2,16,100000,0.12,0.27,0.31,0.99,2.68,99222,1.51,1.51
2,16,250000,0.12,0.46,0.82,30.11,70.20,244875,3.73,3.73
2,16,500000,0.12,0.37,4.27,38.29,76.38,478082,7.29,7.27
3,16,10,0.17,0.21,0.22,0.24,0.25,10,0.00,0.00
3,16,100,0.12,0.15,0.16,0.17,0.22,100,0.00,0.00
3,16,1000,0.12,0.16,0.18,0.23,0.24,1000,0.01,0.01
3,16,5000,0.11,0.17,0.19,0.21,0.25,4998,0.07,0.07
3,16,10000,0.11,0.20,0.26,0.39,0.41,9992,0.15,0.15
3,16,50000,0.14,0.24,0.26,0.29,0.45,49808,0.76,0.76
3,16,100000,0.13,0.27,0.29,0.34,2.60,99237,1.51,1.51
3,16,250000,0.13,0.55,0.67,7.18,67.39,245146,3.74,3.74
3,16,500000,0.11,2.15,5.61,31.69,67.98,481076,7.34,7.34
1,64,10,0.16,0.21,0.22,0.23,0.24,10,0.00,0.00
1,64,100,0.13,0.15,0.18,0.19,0.20,100,0.00,0.00
1,64,1000,0.12,0.14,0.18,0.22,0.22,1000,0.06,0.06
1,64,5000,0.12,0.18,0.20,0.35,0.40,4998,0.30,0.30
1,64,10000,0.12,0.26,0.38,0.41,0.44,9993,0.60,0.60
1,64,50000,0.11,0.24,0.28,0.46,0.58,49807,3.03,3.03
1,64,100000,0.13,0.32,0.53,1.30,3.56,99209,6.05,6.05
1,64,250000,0.12,0.63,1.35,33.92,81.15,245079,14.95,14.95
1,64,500000,0.12,2.67,7.10,30.25,59.14,480311,29.31,29.31
2,64,10,0.16,0.18,0.19,0.20,0.21,10,0.00,0.00
2,64,100,0.13,0.14,0.15,0.16,0.17,100,0.00,0.00
2,64,1000,0.11,0.13,0.18,0.19,0.21,1000,0.06,0.06
2,64,5000,0.11,0.18,0.20,0.23,0.26,4998,0.30,0.30
2,64,10000,0.11,0.18,0.19,0.22,0.25,9992,0.60,0.60
2,64,50000,0.12,0.39,0.46,0.52,0.72,49809,3.04,3.03
2,64,100000,0.13,0.29,0.35,1.18,3.47,99219,6.05,6.05
2,64,250000,0.12,0.56,0.89,29.48,68.07,245160,14.96,14.96
2,64,500000,0.13,0.25,2.74,43.70,77.54,333146,20.33,20.24
3,64,10,0.16,0.19,0.19,0.21,0.23,10,0.00,0.00
3,64,100,0.13,0.14,0.15,0.16,0.18,100,0.00,0.00
3,64,1000,0.12,0.14,0.20,0.38,0.42,1000,0.06,0.06
3,64,5000,0.11,0.17,0.19,0.22,0.23,4998,0.30,0.30
3,64,10000,0.11,0.19,0.20,0.22,0.25,9992,0.60,0.60
3,64,50000,0.12,0.24,0.32,0.48,0.61,49802,3.03,3.03
