Run,Size,RateLimit,Min,Median,P75,P95,P99,PubRate,PubBW,ConBW
1,16,10,0.07,0.08,0.09,0.10,0.13,10,0.00,0.00
1,16,100,0.08,0.15,0.15,0.15,0.16,100,0.00,0.00
1,16,1000,0.06,0.13,0.32,0.45,0.45,1000,0.01,0.01
1,16,5000,0.07,0.15,0.22,0.39,0.45,4998,0.07,0.07
1,16,10000,0.06,0.37,0.43,0.45,0.46,9994,0.15,0.15
1,16,50000,0.07,0.28,0.33,0.43,0.45,49867,0.76,0.76
1,16,100000,0.09,0.28,0.30,0.40,0.54,99479,1.51,1.51
1,16,250000,0.21,0.48,0.59,0.64,5.07,246612,3.76,3.76
1,16,500000,0.09,0.74,0.82,1.55,21.91,486366,7.42,7.42
2,16,10,0.08,0.08,0.09,0.09,0.10,10,0.00,0.00
2,16,100,0.07,0.07,0.07,0.08,0.09,100,0.00,0.00
2,16,1000,0.06,0.07,0.08,0.13,0.15,1000,0.01,0.01
2,16,5000,0.06,0.14,0.14,0.20,0.21,4999,0.07,0.07
2,16,10000,0.06,0.14,0.15,0.33,0.40,9995,0.15,0.15
2,16,50000,0.07,0.22,0.23,0.26,0.30,49867,0.76,0.76
2,16,100000,0.12,0.37,0.51,0.53,0.73,99483,1.51,1.51
2,16,250000,0.15,0.54,0.63,0.91,4.71,246769,3.76,3.76
2,16,500000,0.19,0.77,0.89,1.80,21.56,486598,7.42,7.42
3,16,10,0.28,0.28,0.29,0.29,0.32,10,0.00,0.00
3,16,100,0.14,0.28,0.28,0.28,0.29,100,0.00,0.00
3,16,1000,0.06,0.07,0.13,0.14,0.32,1000,0.01,0.01
3,16,5000,0.06,0.33,0.38,0.39,0.40,4999,0.07,0.07
3,16,10000,0.06,0.19,0.25,0.32,0.33,9994,0.15,0.15
3,16,50000,0.07,0.21,0.22,0.24,0.27,49868,0.76,0.76
3,16,100000,0.09,0.28,0.33,0.52,0.62,99483,1.51,1.51
3,16,250000,0.21,0.49,0.59,0.64,5.16,246678,3.76,3.76
3,16,500000,0.16,0.88,1.01,1.90,21.27,486862,7.42,7.42
1,64,10,0.07,0.08,0.08,0.09,0.10,10,0.00,0.00
1,64,100,0.07,0.08,0.08,0.09,0.12,100,0.00,0.00
1,64,1000,0.06,0.09,0.15,0.34,0.35,1000,0.06,0.06
1,64,5000,0.06,0.19,0.31,0.32,0.33,4998,0.30,0.30
1,64,10000,0.06,0.32,0.32,0.33,0.39,9994,0.60,0.60
1,64,50000,0.08,0.24,0.28,0.41,0.47,49864,3.04,3.04
1,64,100000,0.13,0.33,0.53,0.56,0.73,99460,6.07,6.07
1,64,250000,0.10,0.49,0.57,0.65,5.34,246690,15.05,15.05
1,64,500000,0.09,0.73,0.82,1.89,22.39,486438,29.68,29.68
2,64,10,0.08,0.09,0.09,0.10,0.12,10,0.00,0.00
2,64,100,0.08,0.28,0.28,0.28,0.29,100,0.00,0.00
2,64,1000,0.06,0.13,0.14,0.33,0.33,1000,0.06,0.06
2,64,5000,0.07,0.20,0.21,0.27,0.28,4999,0.30,0.30
2,64,10000,0.06,0.20,0.26,0.38,0.39,9995,0.61,0.61
2,64,50000,0.07,0.22,0.23,0.31,0.44,49872,3.04,3.04
2,64,100000,0.09,0.57,0.58,0.60,0.83,99458,6.07,6.06
2,64,250000,0.21,0.51,0.58,0.73,5.16,246713,15.05,15.05
2,64,500000,0.18,0.85,0.97,2.44,21.95,486525,29.69,29.69
3,64,10,0.10,0.15,0.21,0.21,0.22,10,0.00,0.00
3,64,100,0.07,0.09,0.09,0.15,0.28,100,0.00,0.00
3,64,1000,0.06,0.07,0.08,0.14,0.14,1000,0.06,0.06
3,64,5000,0.06,0.15,0.21,0.40,0.40,4999,0.30,0.30
3,64,10000,0.06,0.15,0.21,0.28,0.34,9995,0.61,0.61
