Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,599364,599077,9.14,9.14
1,64,534780,534642,32.64,32.63
1,256,395614,395563,96.58,96.57
1,512,333609,333564,162.89,162.87
1,1024,257033,257006,251.00,250.98
1,4096,76339,76333,298.19,298.17
1,16384,25707,25705,401.67,401.64
1,65536,7276,7275,454.75,454.68
2,16,576846,576636,8.80,8.79
2,64,518579,518440,31.65,31.64
2,256,401645,401582,98.05,98.04
2,512,328766,328717,160.53,160.50
2,1024,237965,237939,232.38,232.36
2,4096,79888,79877,312.06,312.01
2,16384,7107,7104,111.04,111.00
2,65536,121,123,7.56,7.68
3,16,571747,571496,8.72,8.72
3,64,132744,132376,8.10,8.07
3,256,152656,152821,37.26,37.30
3,512,13924,13898,6.79,6.78
3,1024,68155,29061,66.55,28.37
3,4096,1910,1937,7.46,7.56
3,16384,485,482,7.57,7.53
3,65536,121,122,7.56,7.62
